"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.jpa","jakarta.persistence",6,68,7,"Query,TypedQuery,EntityManagerFactory,EntityNotFoundException,EntityManager,Index","jpa",""
"axon-disruptor-4.9.2","org.axonframework.disruptor.commandhandling","com.lmax.disruptor.dsl",5,22,22,"Disruptor,EventHandlerGroup,ProducerType","commandhandling",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jpa","jakarta.persistence",5,42,7,"TypedQuery,EntityManager,Query,EntityExistsException,Index","jpa",""
"axon-messaging-4.9.2","org.axonframework.common","org.slf4j",5,15,28,"Logger,LoggerFactory","common",""
"axon-messaging-4.9.2","org.axonframework.common.caching","net.sf.ehcache",5,63,15,"Element,Ehcache,CacheException","caching",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task",5,27,7,"TaskInstanceId,Task,TaskInstance,TaskWithDataDescriptor,ExecutionContext","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.async","org.slf4j",5,16,15,"Logger,LoggerFactory","async",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jpa","jakarta.persistence",5,54,9,"Index,EntityManager,NoResultException,Query,TypedQuery","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task",5,25,7,"ExecutionContext,Task,TaskWithDataDescriptor,TaskInstance,TaskInstanceId","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jpa","jakarta.persistence",5,64,4,"LockModeType,EntityManager,Query,TypedQuery","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.legacyjpa","javax.persistence",5,64,2,"TypedQuery,Query,EntityManager,LockModeType","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.messaging.interceptors","jakarta.validation",5,22,8,"ConstraintViolation,Validator,ValidatorFactory,Validation","interceptors",""
"axon-messaging-4.9.2","org.axonframework.messaging.interceptors.legacyvalidation","javax.validation",5,22,2,"ConstraintViolation,Validation,ValidatorFactory,Validator","legacyvalidation",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.mapper",5,10,34,"CannotResolveClassException,Mapper","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","nu.xom",5,16,7,"Document,ParsingException,Builder","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.legacyjpa","javax.persistence",5,66,3,"Query,EntityManager,TypedQuery,EntityManagerFactory,EntityNotFoundException","legacyjpa",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.utility",5,27,4,"MountableFile,DockerImageName","server",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jpa","org.slf4j",4,9,7,"Logger,LoggerFactory","jpa",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.legacyjpa","javax.persistence",4,41,10,"Query,EntityManager,TypedQuery,EntityExistsException","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.commandhandling","org.slf4j",4,8,32,"LoggerFactory,Logger","commandhandling",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.callbacks","org.slf4j",4,11,4,"Logger,LoggerFactory","callbacks",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.gateway","org.slf4j",4,11,34,"LoggerFactory,Logger","gateway",""
"axon-messaging-4.9.2","org.axonframework.common.jpa","jakarta.persistence",4,12,4,"TypedQuery,EntityManager","jpa",""
"axon-messaging-4.9.2","org.axonframework.common.legacyjpa","javax.persistence",4,12,4,"EntityManager,TypedQuery","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler",4,41,7,"Scheduler,SchedulerState,ScheduledExecution","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.deadline.quartz","org.slf4j",4,12,4,"LoggerFactory,Logger","quartz",""
"axon-messaging-4.9.2","org.axonframework.eventhandling","com.fasterxml.jackson.annotation",4,13,100,"JsonTypeInfo$Id,JsonTypeInfo$As","eventhandling",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.legacyjpa","javax.persistence",4,51,6,"NoResultException,TypedQuery,EntityManager,Query","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.quartz","org.slf4j",4,9,6,"Logger,LoggerFactory","quartz",""
"axon-messaging-4.9.2","org.axonframework.messaging.unitofwork","org.slf4j",4,16,14,"Logger,LoggerFactory","unitofwork",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.core",4,11,7,"JsonProcessingException,JsonParser,JacksonException","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","com.thoughtworks.xstream.io.xml",4,13,7,"Dom4JReader,XomReader,XppDriver,CompactWriter","xml",""
"axon-messaging-4.9.2","org.axonframework.tracing","org.slf4j",4,9,19,"LoggerFactory,Logger","tracing",""
"axon-modelling-4.9.2","org.axonframework.modelling.command","org.slf4j",4,12,54,"LoggerFactory,Logger","command",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga","org.slf4j",4,8,33,"LoggerFactory,Logger","saga",""
"axon-test-4.9.2","org.axonframework.test.deadline","org.hamcrest",4,54,4,"StringDescription,Matchers,Description,Matcher","deadline",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",4,5,4,"Wait,HttpWaitStrategy","server",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.containers",4,15,4,"ContainerLaunchException,GenericContainer","server",""
"axon-test-4.9.2","org.axonframework.test.server","com.google.gson",4,9,4,"JsonArray,JsonParser,JsonElement,JsonObject","server",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing","org.slf4j",3,7,42,"Logger,LoggerFactory","eventsourcing",""
"axon-messaging-4.9.2","org.axonframework.common.caching","net.sf.ehcache.event",3,9,15,"CacheEventListener,RegisteredEventListeners","caching",""
"axon-messaging-4.9.2","org.axonframework.common.caching","javax.cache.configuration",3,11,15,"CacheEntryListenerConfiguration,Factory","caching",""
"axon-messaging-4.9.2","org.axonframework.deadline","org.slf4j",3,7,13,"LoggerFactory,Logger","deadline",""
"axon-messaging-4.9.2","org.axonframework.deadline.jobrunr","org.jobrunr.scheduling",3,15,4,"JobBuilder,JobScheduler","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler",3,13,7,"Scheduler,SchedulerState","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.java","org.slf4j",3,5,4,"Logger,LoggerFactory","java",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.scheduling",3,22,3,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.converters.collections",3,7,34,"CollectionConverter,MapConverter","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.node",3,14,7,"ObjectNode,JsonNodeType","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.type",3,3,7,"TypeFactory","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","org.dom4j",3,12,7,"Document","xml",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","org.slf4j",3,5,7,"LoggerFactory,Logger","xml",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","com.thoughtworks.xstream.io",3,7,7,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection","org.slf4j",3,5,26,"Logger,LoggerFactory","inspection",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.junit.jupiter.api.extension",3,6,19,"ExtensionContext,BeforeEachCallback,AfterEachCallback","aggregate",""
"axon-test-4.9.2","org.axonframework.test.eventscheduler","org.hamcrest",3,29,5,"StringDescription,Description,Matcher","eventscheduler",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jdbc","org.slf4j",2,3,14,"Logger,LoggerFactory","jdbc",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.distributed","org.slf4j",2,4,26,"LoggerFactory,Logger","distributed",""
"axon-messaging-4.9.2","org.axonframework.common.property","org.slf4j",2,4,9,"Logger,LoggerFactory","property",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","org.slf4j",2,7,7,"Logger,LoggerFactory","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.deadline.jobrunr","org.slf4j",2,4,4,"Logger,LoggerFactory","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jdbc","org.slf4j",2,20,14,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jpa","org.slf4j",2,12,9,"LoggerFactory,Logger","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.legacyjpa","org.slf4j",2,12,6,"LoggerFactory,Logger","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.interceptors","org.slf4j",2,3,1,"LoggerFactory,Logger","interceptors",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling","com.fasterxml.jackson.annotation",2,4,3,"JsonTypeInfo$As,JsonTypeInfo$Id","scheduling",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","org.slf4j",2,5,7,"LoggerFactory,Logger","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.jobrunr","org.slf4j",2,7,3,"LoggerFactory,Logger","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.inmemory","org.slf4j",2,3,2,"Logger,LoggerFactory","inmemory",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jdbc","org.slf4j",2,3,9,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jpa","org.slf4j",2,3,4,"Logger,LoggerFactory","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.legacyjpa","org.slf4j",2,3,2,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.lifecycle","org.slf4j",2,3,10,"Logger,LoggerFactory","lifecycle",""
"axon-messaging-4.9.2","org.axonframework.messaging","org.slf4j",2,3,35,"Logger,LoggerFactory","messaging",""
"axon-messaging-4.9.2","org.axonframework.messaging.deadletter","org.slf4j",2,19,19,"Logger,LoggerFactory","deadletter",""
"axon-messaging-4.9.2","org.axonframework.messaging.interceptors","org.slf4j",2,7,8,"Logger,LoggerFactory","interceptors",""
"axon-messaging-4.9.2","org.axonframework.messaging.responsetypes","org.slf4j",2,3,8,"Logger,LoggerFactory","responsetypes",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","reactor.util.concurrent",2,3,48,"Queues","queryhandling",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","reactor.util.context",2,7,48,"Context,ContextView","queryhandling",""
"axon-messaging-4.9.2","org.axonframework.queryhandling.registration","org.slf4j",2,3,5,"Logger,LoggerFactory","registration",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream",2,30,34,"XStream","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization","org.slf4j",2,5,34,"LoggerFactory,Logger","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","com.thoughtworks.xstream",2,17,7,"XStream","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.command","jakarta.persistence",2,8,54,"LockModeType,EntityManager","command",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.legacyjpa","javax.persistence",2,8,2,"LockModeType,EntityManager","legacyjpa",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.jdbc","org.slf4j",2,9,10,"LoggerFactory,Logger","jdbc",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.jpa","org.slf4j",2,12,7,"LoggerFactory,Logger","jpa",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.legacyjpa","org.slf4j",2,12,3,"LoggerFactory,Logger","legacyjpa",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.junit.runners.model",2,8,19,"Statement","aggregate",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.slf4j",2,10,19,"LoggerFactory,Logger","aggregate",""
"axon-test-4.9.2","org.axonframework.test.matchers","org.slf4j",2,3,24,"LoggerFactory,Logger","matchers",""
"axon-disruptor-4.9.2","org.axonframework.disruptor.commandhandling","WeakValue",1,5,22,"WeakValue","commandhandling",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jpa","javax.persistence",1,1,7,"Index","jpa",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.distributed","com.fasterxml.jackson.annotation",1,2,26,"JsonTypeInfo$Id","distributed",""
"axon-messaging-4.9.2","org.axonframework.common.caching","javax.cache",1,14,15,"Cache","caching",""
"axon-messaging-4.9.2","org.axonframework.common.caching","org.ehcache.config",1,2,15,"CacheRuntimeConfiguration","caching",""
"axon-messaging-4.9.2","org.axonframework.common.caching","org.ehcache.core",1,14,15,"Ehcache","caching",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task.helper",1,7,7,"Tasks$OneTimeTaskBuilder","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.deadline.jobrunr","org.jobrunr.jobs",1,1,4,"JobId","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.deadline.quartz","org.quartz.impl.matchers",1,2,4,"GroupMatcher","quartz",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jpa","javax.persistence",1,3,9,"Index","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task.helper",1,7,7,"Tasks$OneTimeTaskBuilder","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.jobs",1,1,3,"JobId","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","reactor.core",1,2,48,"Disposable","queryhandling",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.datatype.jsr310",1,2,7,"JavaTimeModule","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.module",1,3,7,"SimpleModule","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.jsontype",1,3,7,"TypeDeserializer","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","org.dom4j.io",1,3,7,"STAXEventReader","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.jpa","javax.persistence",1,2,7,"Index","jpa",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.junit.runner",1,2,19,"Description","aggregate",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.junit.rules",1,1,19,"TestRule","aggregate",""
"axon-test-4.9.2","org.axonframework.test.saga","org.junit.jupiter.api",1,1,21,"Assertions","saga",""
"axon-test-4.9.2","org.axonframework.test.saga","AggregateEventPublisherImpl",1,2,21,"AggregateEventPublisherImpl","saga",""
