"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-messaging-4.9.0","reactor.core.publisher",35,157,786,"Mono,Flux,MonoSink,FluxSink$OverflowStrategy,Sinks$EmitResult,Sinks$Many,Signal,FluxSink,EmitterProcessor,Sinks$MulticastReplaySpec,Sinks,Sinks$ManySpec,ConnectableFlux",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind",15,73,786,"DeserializationFeature,ObjectMapper$DefaultTyping,ObjectMapper,JsonNode,JsonDeserializer,DeserializationContext,ObjectWriter,ObjectReader",""
"axon-messaging-4.9.0","org.reactivestreams",13,41,786,"Publisher",""
"axon-messaging-4.9.0","com.github.kagkarlsson.scheduler.task",10,52,786,"Task,TaskInstance,ExecutionContext,TaskWithDataDescriptor,TaskInstanceId",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.io",9,46,786,"HierarchicalStreamWriter,HierarchicalStreamReader,HierarchicalStreamDriver",""
"axon-messaging-4.9.0","javax.cache.event",8,34,786,"CacheEntryRemovedListener,CacheEntryListener,CacheEntryEventFilter,CacheEntryListenerException,CacheEntryEvent,CacheEntryCreatedListener,CacheEntryExpiredListener,CacheEntryUpdatedListener",""
"axon-messaging-4.9.0","org.ehcache.event",8,33,786,"EventType,CacheEventListener,CacheEvent,EventOrdering,EventFiring",""
"axon-messaging-4.9.0","com.github.kagkarlsson.scheduler",7,54,786,"Scheduler,SchedulerState,ScheduledExecution",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.converters",6,12,786,"UnmarshallingContext,MarshallingContext",""
"axon-messaging-4.9.0","org.jobrunr.scheduling",6,37,786,"JobBuilder,JobScheduler",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.mapper",5,10,786,"Mapper,CannotResolveClassException",""
"axon-messaging-4.9.0","jakarta.validation",5,22,786,"ConstraintViolation,ValidatorFactory,Validator,Validation",""
"axon-messaging-4.9.0","javax.validation",5,22,786,"ConstraintViolation,ValidatorFactory,Validation,Validator",""
"axon-messaging-4.9.0","net.sf.ehcache",5,63,786,"Element,Ehcache,CacheException",""
"axon-messaging-4.9.0","nu.xom",5,16,786,"Document,Builder,ParsingException",""
"axon-messaging-4.9.0","com.fasterxml.jackson.core",4,11,786,"JsonParser,JacksonException,JsonProcessingException",""
"axon-messaging-4.9.0","com.thoughtworks.xstream",4,47,786,"XStream",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.io.xml",4,13,786,"XomReader,Dom4JReader,XppDriver,CompactWriter",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.node",3,14,786,"ObjectNode,JsonNodeType",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.type",3,3,786,"TypeFactory",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.converters.collections",3,7,786,"CollectionConverter,MapConverter",""
"axon-messaging-4.9.0","javax.cache.configuration",3,11,786,"CacheEntryListenerConfiguration,Factory",""
"axon-messaging-4.9.0","net.sf.ehcache.event",3,9,786,"RegisteredEventListeners,CacheEventListener",""
"axon-messaging-4.9.0","org.dom4j",3,12,786,"Document",""
"axon-messaging-4.9.0","com.github.kagkarlsson.scheduler.task.helper",2,14,786,"Tasks$OneTimeTaskBuilder",""
"axon-messaging-4.9.0","org.jobrunr.jobs",2,2,786,"JobId",""
"axon-messaging-4.9.0","reactor.util.concurrent",2,3,786,"Queues",""
"axon-messaging-4.9.0","reactor.util.context",2,7,786,"Context,ContextView",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.jsontype",1,3,786,"TypeDeserializer",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.module",1,3,786,"SimpleModule",""
"axon-messaging-4.9.0","com.fasterxml.jackson.datatype.jsr310",1,2,786,"JavaTimeModule",""
"axon-messaging-4.9.0","javax.cache",1,14,786,"Cache",""
"axon-messaging-4.9.0","org.dom4j.io",1,3,786,"STAXEventReader",""
"axon-messaging-4.9.0","org.ehcache.config",1,2,786,"CacheRuntimeConfiguration",""
"axon-messaging-4.9.0","org.ehcache.core",1,14,786,"Ehcache",""
"axon-messaging-4.9.0","org.quartz.impl.matchers",1,2,786,"GroupMatcher",""
"axon-messaging-4.9.0","reactor.core",1,2,786,"Disposable",""
"axon-modelling-4.9.0","javax.annotation",37,132,156,"Nonnull,Nullable",""
"axon-modelling-4.9.0","javax.persistence",23,96,156,"Id,Index,GeneratedValue,Entity,Basic,Table,Lob,Column,EntityManagerFactory,TypedQuery,EntityNotFoundException,EntityManager,Query,MappedSuperclass,LockModeType",""
"axon-modelling-4.9.0","jakarta.persistence",18,90,156,"Basic,GeneratedValue,Entity,Index,Id,Table,Column,Lob,Query,TypedQuery,EntityManager,EntityManagerFactory,EntityNotFoundException,LockModeType",""
"axon-modelling-4.9.0","org.slf4j",17,58,156,"LoggerFactory,Logger",""
"axon-modelling-4.9.0","com.fasterxml.jackson.annotation",4,6,156,"JsonCreator,JsonProperty",""
"axon-test-4.9.0","org.hamcrest",61,498,87,"Matcher,BaseMatcher,Description,TypeSafeMatcher,StringDescription,Matchers,CoreMatchers",""
"axon-test-4.9.0","javax.annotation",10,52,87,"Nonnull",""
"axon-test-4.9.0","org.testcontainers.utility",5,27,87,"DockerImageName,MountableFile",""
"axon-test-4.9.0","com.google.gson",4,9,87,"JsonElement,JsonArray,JsonObject,JsonParser",""
"axon-test-4.9.0","org.slf4j",4,13,87,"LoggerFactory,Logger",""
"axon-test-4.9.0","org.testcontainers.containers",4,15,87,"GenericContainer,ContainerLaunchException",""
"axon-test-4.9.0","org.testcontainers.containers.wait.strategy",4,5,87,"Wait,HttpWaitStrategy",""
"axon-test-4.9.0","org.junit.jupiter.api.extension",3,6,87,"ExtensionContext,AfterEachCallback,BeforeEachCallback",""
"axon-test-4.9.0","org.junit.runners.model",2,8,87,"Statement",""
"axon-test-4.9.0","AggregateEventPublisherImpl",1,2,87,"AggregateEventPublisherImpl",""
"axon-test-4.9.0","org.junit.jupiter.api",1,1,87,"Assertions",""
"axon-test-4.9.0","org.junit.rules",1,1,87,"TestRule",""
"axon-test-4.9.0","org.junit.runner",1,2,87,"Description",""
