"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-messaging-4.9.0","com.thoughtworks.xstream.converters",6,12,786,"UnmarshallingContext,MarshallingContext",""
"axon-messaging-4.9.0","org.jobrunr.scheduling",6,37,786,"JobBuilder,JobScheduler",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.mapper",5,10,786,"Mapper,CannotResolveClassException",""
"axon-messaging-4.9.0","jakarta.validation",5,22,786,"Validator,Validation,ValidatorFactory,ConstraintViolation",""
"axon-messaging-4.9.0","javax.validation",5,22,786,"ConstraintViolation,Validator,Validation,ValidatorFactory",""
"axon-messaging-4.9.0","net.sf.ehcache",5,63,786,"Element,Ehcache,CacheException",""
"axon-messaging-4.9.0","nu.xom",5,16,786,"Document,ParsingException,Builder",""
"axon-messaging-4.9.0","com.fasterxml.jackson.core",4,11,786,"JsonProcessingException,JacksonException,JsonParser",""
"axon-messaging-4.9.0","com.thoughtworks.xstream",4,47,786,"XStream",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.io.xml",4,13,786,"XppDriver,CompactWriter,Dom4JReader,XomReader",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.node",3,14,786,"ObjectNode,JsonNodeType",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.type",3,3,786,"TypeFactory",""
"axon-messaging-4.9.0","com.thoughtworks.xstream.converters.collections",3,7,786,"CollectionConverter,MapConverter",""
"axon-messaging-4.9.0","javax.cache.configuration",3,11,786,"Factory,CacheEntryListenerConfiguration",""
"axon-messaging-4.9.0","net.sf.ehcache.event",3,9,786,"CacheEventListener,RegisteredEventListeners",""
"axon-messaging-4.9.0","org.dom4j",3,12,786,"Document",""
"axon-messaging-4.9.0","com.github.kagkarlsson.scheduler.task.helper",2,14,786,"Tasks$OneTimeTaskBuilder",""
"axon-messaging-4.9.0","org.jobrunr.jobs",2,2,786,"JobId",""
"axon-messaging-4.9.0","reactor.util.concurrent",2,3,786,"Queues",""
"axon-messaging-4.9.0","reactor.util.context",2,7,786,"ContextView,Context",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.jsontype",1,3,786,"TypeDeserializer",""
"axon-messaging-4.9.0","com.fasterxml.jackson.databind.module",1,3,786,"SimpleModule",""
"axon-messaging-4.9.0","com.fasterxml.jackson.datatype.jsr310",1,2,786,"JavaTimeModule",""
"axon-messaging-4.9.0","javax.cache",1,14,786,"Cache",""
"axon-messaging-4.9.0","org.dom4j.io",1,3,786,"STAXEventReader",""
"axon-messaging-4.9.0","org.ehcache.config",1,2,786,"CacheRuntimeConfiguration",""
"axon-messaging-4.9.0","org.ehcache.core",1,14,786,"Ehcache",""
"axon-messaging-4.9.0","org.quartz.impl.matchers",1,2,786,"GroupMatcher",""
"axon-messaging-4.9.0","reactor.core",1,2,786,"Disposable",""
"axon-modelling-4.9.0","javax.annotation",37,132,156,"Nonnull,Nullable",""
"axon-modelling-4.9.0","javax.persistence",23,96,156,"EntityManager,LockModeType,Basic,MappedSuperclass,Lob,Column,Id,EntityManagerFactory,Query,TypedQuery,EntityNotFoundException,Table,GeneratedValue,Index,Entity",""
"axon-modelling-4.9.0","jakarta.persistence",18,90,156,"EntityManager,TypedQuery,Query,EntityManagerFactory,EntityNotFoundException,LockModeType,Basic,GeneratedValue,Id,Index,Table,Entity,Lob,Column",""
"axon-modelling-4.9.0","org.slf4j",17,58,156,"Logger,LoggerFactory",""
"axon-modelling-4.9.0","com.fasterxml.jackson.annotation",4,6,156,"JsonProperty,JsonCreator",""
"axon-test-4.9.0","org.hamcrest",61,498,87,"Matcher,TypeSafeMatcher,Description,BaseMatcher,CoreMatchers,StringDescription,Matchers",""
"axon-test-4.9.0","javax.annotation",10,52,87,"Nonnull",""
"axon-test-4.9.0","org.testcontainers.utility",5,27,87,"MountableFile,DockerImageName",""
"axon-test-4.9.0","com.google.gson",4,9,87,"JsonElement,JsonArray,JsonParser,JsonObject",""
"axon-test-4.9.0","org.slf4j",4,13,87,"LoggerFactory,Logger",""
"axon-test-4.9.0","org.testcontainers.containers",4,15,87,"ContainerLaunchException,GenericContainer",""
"axon-test-4.9.0","org.testcontainers.containers.wait.strategy",4,5,87,"Wait,HttpWaitStrategy",""
"axon-test-4.9.0","org.junit.jupiter.api.extension",3,6,87,"ExtensionContext,AfterEachCallback,BeforeEachCallback",""
"axon-test-4.9.0","org.junit.runners.model",2,8,87,"Statement",""
"axon-test-4.9.0","AggregateEventPublisherImpl",1,2,87,"AggregateEventPublisherImpl",""
"axon-test-4.9.0","org.junit.jupiter.api",1,1,87,"Assertions",""
"axon-test-4.9.0","org.junit.rules",1,1,87,"TestRule",""
"axon-test-4.9.0","org.junit.runner",1,2,87,"Description",""
