"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-test-4.10.0",8,3,37.5,87,11,12.64,"axon-modelling-4.10.0",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler,AggregateNotFoundException,AggregateScopeDescriptor,AggregateLifecycle","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture,AggregateTestFixture$RecordingEventStore,AggregateTestFixture$InMemoryRepository,AggregateTestFixture$IdentifierValidatingRepository",""
"axon-spring-boot-autoconfigure-4.10.0",9,3,33.33,74,14,18.92,"axon-configuration-4.10.0",true,1,9,"org.axonframework.config","ModuleConfiguration,EventProcessingConfiguration,Configurer,ConfigurerModule","org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","InfraConfiguration,AxonServerAutoConfiguration,EventProcessingAutoConfiguration,AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,5,6.76,"axon-modelling-4.10.0",true,4,5,"org.axonframework.modelling.command,org.axonframework.modelling.saga","RepositorySpanFactory,SagaManagerSpanFactory,ResourceInjector,SagaStore","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,InfraConfiguration,JpaJavaxAutoConfiguration,JdbcAutoConfiguration",""
"axon-test-4.10.0",8,2,25,87,12,13.79,"axon-modelling-4.10.0",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","Repository,ApplyMore,CommandTargetResolver,RepositoryProvider","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture,AggregateTestFixture$IdentifierValidatingRepository,AggregateTestFixture$DefaultRepositoryProvider,AggregateTestFixture$InMemoryRepository",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,4,5.41,"axon-modelling-4.10.0",false,5,11,"org.axonframework.modelling.command,org.axonframework.modelling.saga","DefaultRepositorySpanFactory$Builder,DefaultRepositorySpanFactory,DefaultSagaManagerSpanFactory,DefaultSagaManagerSpanFactory$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,JdbcAutoConfiguration,JpaAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,6,8.11,"axon-configuration-4.10.0",false,1,4,"org.axonframework.config","EventProcessingModule,DefaultConfigurer,TagsConfiguration,ConfigurationScopeAwareProvider","org.axonframework.springboot.autoconfig,org.axonframework.springboot","EventProcessingAutoConfiguration,InfraConfiguration,AxonAutoConfiguration,TagsConfigurationProperties",""
"axon-server-connector-4.10.0",11,2,18.18,131,3,2.29,"axon-configuration-4.10.0",false,1,2,"org.axonframework.config","TagsConfiguration,Component","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","ServerConnectorConfigurerModule,AxonServerConnectionManager$Builder,EventProcessorInfoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,7,9.46,"axon-server-connector-4.10.0",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConnectionManager,AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager$Builder,AxonServerConfiguration","org.axonframework.springboot.autoconfig,org.axonframework.actuator.axonserver","AxonServerBusAutoConfiguration,AxonServerActuatorAutoConfiguration,AxonServerAutoConfiguration,AxonServerHealthIndicator",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,11,14.86,"axon-messaging-4.10.0",false,30,82,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","SimpleCommandBus,DefaultCommandBusSpanFactory,LoggingDuplicateCommandHandlerResolver,SimpleCommandBus$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,7,9.46,"axon-eventsourcing-4.10.0",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory,DefaultSnapshotterSpanFactory$Builder,EmbeddedEventStore,EmbeddedEventStore$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.0",9,2,22.22,74,6,8.11,"axon-eventsourcing-4.10.0",true,2,4,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","Snapshotter,SnapshotterSpanFactory,EventStore,EventStorageEngine","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,JdbcAutoConfiguration,JpaJavaxEventStoreAutoConfiguration",""
"axon-server-connector-4.10.0",11,2,18.18,131,5,3.82,"axon-eventsourcing-4.10.0",false,2,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventStreamUtils,EventStoreException,AbstractEventStorageEngine$Builder,AbstractEventStorageEngine","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","AxonServerEventStore$AxonIQEventStorageEngine,ErrorCode,AxonServerEventStore,AxonServerEventStore$AxonIQEventStorageEngine$Builder",""
