"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"io.axoniq.axonserver.grpc.query",2,18,46,237,114,1440,"QueryRequest,QueryResponse,QueryRequest$Builder,QueryResponse$Builder,QueryUpdate$Builder,QueryUpdate,SubscriptionQuery,QueryProviderOutbound,QueryProviderInbound",""
"org.quartz",2,9,35,185,114,1440,"Job,JobDetail,JobKey,JobExecutionException,JobExecutionContext,Scheduler,Trigger,SchedulerContext,SchedulerException",""
"org.springframework.beans.factory.annotation",2,10,11,28,114,1440,"Qualifier,Autowired",""
"org.springframework.beans.factory.config",2,3,4,7,114,1440,"ConfigurableListableBeanFactory,RuntimeBeanReference",""
"org.springframework.beans.factory.support",2,2,4,21,114,1440,"BeanDefinitionRegistry,BeanDefinitionRegistryPostProcessor,BeanDefinitionBuilder",""
"org.springframework.context",2,5,6,24,114,1440,"ApplicationContext,ApplicationContextAware",""
"reactor.core.scheduler",2,2,3,4,114,1440,"Scheduler,Schedulers",""
"com.fasterxml.jackson.core",1,3,4,7,114,1440,"JacksonException,JsonParser,JsonProcessingException",""
"com.fasterxml.jackson.databind.node",1,2,3,12,114,1440,"ObjectNode,JsonNodeType",""
"com.google.gson",1,1,4,7,114,1440,"JsonParser,JsonObject,JsonArray,JsonElement",""
"com.lmax.disruptor",1,7,9,25,114,1440,"EventHandler,RingBuffer,BlockingWaitStrategy,WaitStrategy,LifecycleAware,ExceptionHandler",""
"com.lmax.disruptor.dsl",1,4,5,21,114,1440,"ProducerType,EventHandlerGroup,Disruptor",""
"com.thoughtworks.xstream.converters",1,3,6,6,114,1440,"MarshallingContext,UnmarshallingContext",""
"com.thoughtworks.xstream.io.xml",1,2,4,13,114,1440,"Dom4JReader,XomReader,XppDriver,CompactWriter",""
"com.thoughtworks.xstream.mapper",1,4,5,6,114,1440,"Mapper,CannotResolveClassException",""
"io.axoniq.axonserver.grpc.command",1,4,9,52,114,1440,"Command,CommandResponse,Command$Builder,CommandResponse$Builder",""
"io.opentelemetry.api.trace",1,3,9,47,114,1440,"SpanBuilder,Tracer,Span,SpanKind,SpanContext,StatusCode",""
"io.opentelemetry.context.propagation",1,4,9,18,114,1440,"TextMapGetter,TextMapPropagator,TextMapSetter,ContextPropagators",""
"jakarta.validation",1,2,5,15,114,1440,"Validator,ValidatorFactory,Validation,ConstraintViolation",""
"javax.cache.configuration",1,2,3,9,114,1440,"CacheEntryListenerConfiguration,Factory",""
"javax.cache.event",1,1,8,26,114,1440,"CacheEntryUpdatedListener,CacheEntryExpiredListener,CacheEntryListenerException,CacheEntryRemovedListener,CacheEntryListener,CacheEntryEvent,CacheEntryEventFilter,CacheEntryCreatedListener",""
"javax.validation",1,2,5,15,114,1440,"ConstraintViolation,Validator,Validation,ValidatorFactory",""
"net.sf.ehcache",1,2,5,47,114,1440,"Element,CacheException,Ehcache",""
"net.sf.ehcache.event",1,2,3,7,114,1440,"CacheEventListener,RegisteredEventListeners",""
"nu.xom",1,3,5,15,114,1440,"Document,Builder,ParsingException",""
"org.axonframework.metrics",1,1,2,8,114,1440,"MetricsConfigurerModule,GlobalMetricRegistry",""
"org.axonframework.micrometer",1,1,2,10,114,1440,"MetricsConfigurerModule,GlobalMetricRegistry",""
"org.axonframework.spring.config",1,1,5,17,114,1440,"SpringConfigurer,SpringSagaLookup,MessageHandlerLookup,SpringAxonConfiguration,SpringAggregateLookup",""
"org.axonframework.spring.config.annotation",1,1,2,7,114,1440,"HandlerDefinitionFactoryBean,SpringParameterResolverFactoryBean",""
"org.axonframework.spring.eventsourcing",1,1,2,10,114,1440,"SpringAggregateSnapshotter,SpringAggregateSnapshotter$Builder",""
"org.ehcache.event",1,3,8,30,114,1440,"EventType,CacheEventListener,CacheEvent,EventOrdering,EventFiring",""
"org.junit.jupiter.api.extension",1,1,3,4,114,1440,"BeforeEachCallback,AfterEachCallback,ExtensionContext",""
"org.springframework.beans.factory",1,2,4,14,114,1440,"InitializingBean,BeanFactoryUtils,BeanClassLoaderAware,NoSuchBeanDefinitionException",""
"org.springframework.boot.context.properties.bind",1,1,3,4,114,1440,"Binder,BindResult,Bindable",""
"org.springframework.boot.docker.compose.core",1,1,2,5,114,1440,"RunningService,ConnectionPorts",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,114,1440,"DockerComposeConnectionDetailsFactory,DockerComposeConnectionSource",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,114,1440,"ContainerConnectionSource,ContainerConnectionDetailsFactory,ContainerConnectionDetailsFactory$ContainerConnectionDetails",""
"org.testcontainers.containers",1,3,4,15,114,1440,"GenericContainer,ContainerLaunchException",""
"org.testcontainers.containers.wait.strategy",1,3,4,5,114,1440,"Wait,HttpWaitStrategy",""
"org.testcontainers.utility",1,3,5,22,114,1440,"DockerImageName,MountableFile",""
