"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-messaging-4.9.1","net.sf.ehcache",5,63,786,"Element,Ehcache,CacheException",""
"axon-messaging-4.9.1","nu.xom",5,16,786,"Document,ParsingException,Builder",""
"axon-messaging-4.9.1","com.fasterxml.jackson.core",4,11,786,"JsonProcessingException,JsonParser,JacksonException",""
"axon-messaging-4.9.1","com.thoughtworks.xstream",4,47,786,"XStream",""
"axon-messaging-4.9.1","com.thoughtworks.xstream.io.xml",4,13,786,"XomReader,Dom4JReader,CompactWriter,XppDriver",""
"axon-messaging-4.9.1","com.fasterxml.jackson.databind.node",3,14,786,"ObjectNode,JsonNodeType",""
"axon-messaging-4.9.1","com.fasterxml.jackson.databind.type",3,3,786,"TypeFactory",""
"axon-messaging-4.9.1","com.thoughtworks.xstream.converters.collections",3,7,786,"CollectionConverter,MapConverter",""
"axon-messaging-4.9.1","javax.cache.configuration",3,11,786,"Factory,CacheEntryListenerConfiguration",""
"axon-messaging-4.9.1","net.sf.ehcache.event",3,9,786,"RegisteredEventListeners,CacheEventListener",""
"axon-messaging-4.9.1","org.dom4j",3,12,786,"Document",""
"axon-messaging-4.9.1","com.github.kagkarlsson.scheduler.task.helper",2,14,786,"Tasks$OneTimeTaskBuilder",""
"axon-messaging-4.9.1","org.jobrunr.jobs",2,2,786,"JobId",""
"axon-messaging-4.9.1","reactor.util.concurrent",2,3,786,"Queues",""
"axon-messaging-4.9.1","reactor.util.context",2,7,786,"Context,ContextView",""
"axon-messaging-4.9.1","com.fasterxml.jackson.databind.jsontype",1,3,786,"TypeDeserializer",""
"axon-messaging-4.9.1","com.fasterxml.jackson.databind.module",1,3,786,"SimpleModule",""
"axon-messaging-4.9.1","com.fasterxml.jackson.datatype.jsr310",1,2,786,"JavaTimeModule",""
"axon-messaging-4.9.1","javax.cache",1,14,786,"Cache",""
"axon-messaging-4.9.1","org.dom4j.io",1,3,786,"STAXEventReader",""
"axon-messaging-4.9.1","org.ehcache.config",1,2,786,"CacheRuntimeConfiguration",""
"axon-messaging-4.9.1","org.ehcache.core",1,14,786,"Ehcache",""
"axon-messaging-4.9.1","org.quartz.impl.matchers",1,2,786,"GroupMatcher",""
"axon-messaging-4.9.1","reactor.core",1,2,786,"Disposable",""
"axon-modelling-4.9.1","javax.annotation",37,132,156,"Nonnull,Nullable",""
"axon-modelling-4.9.1","javax.persistence",23,96,156,"EntityNotFoundException,EntityManager,Query,EntityManagerFactory,TypedQuery,LockModeType,Id,Lob,Basic,Entity,Column,GeneratedValue,Index,Table,MappedSuperclass",""
"axon-modelling-4.9.1","jakarta.persistence",18,90,156,"Column,Lob,Basic,Entity,Id,EntityManager,EntityManagerFactory,TypedQuery,EntityNotFoundException,Query,LockModeType,GeneratedValue,Table,Index",""
"axon-modelling-4.9.1","org.slf4j",17,58,156,"Logger,LoggerFactory",""
"axon-modelling-4.9.1","com.fasterxml.jackson.annotation",4,6,156,"JsonCreator,JsonProperty",""
"axon-test-4.9.1","org.hamcrest",61,498,87,"Matcher,StringDescription,Description,TypeSafeMatcher,BaseMatcher,CoreMatchers,Matchers",""
"axon-test-4.9.1","javax.annotation",10,52,87,"Nonnull",""
"axon-test-4.9.1","org.testcontainers.utility",5,27,87,"DockerImageName,MountableFile",""
"axon-test-4.9.1","com.google.gson",4,9,87,"JsonArray,JsonParser,JsonElement,JsonObject",""
"axon-test-4.9.1","org.slf4j",4,13,87,"LoggerFactory,Logger",""
"axon-test-4.9.1","org.testcontainers.containers",4,15,87,"GenericContainer,ContainerLaunchException",""
"axon-test-4.9.1","org.testcontainers.containers.wait.strategy",4,5,87,"Wait,HttpWaitStrategy",""
"axon-test-4.9.1","org.junit.jupiter.api.extension",3,6,87,"AfterEachCallback,ExtensionContext,BeforeEachCallback",""
"axon-test-4.9.1","org.junit.runners.model",2,8,87,"Statement",""
"axon-test-4.9.1","AggregateEventPublisherImpl",1,2,87,"AggregateEventPublisherImpl",""
"axon-test-4.9.1","org.junit.jupiter.api",1,1,87,"Assertions",""
"axon-test-4.9.1","org.junit.rules",1,1,87,"TestRule",""
"axon-test-4.9.1","org.junit.runner",1,2,87,"Description",""
